scheme_id,scheme_name,duration,nav,change,date
15705,Sundaram Infrastructure Advantage FundSectoral-Infrastructure,2 yrs 10 m,₹98.37,0.31%,2025-05-16
28746,Baroda BNP Paribas Credit Risk FundCredit Risk,8 yrs 7 m,₹24.26,0.12%,2025-05-16
23602,Motilal Oswal Midcap FundMid Cap,2 yrs,₹113.71,0.41%,2025-05-16
15445,Aditya Birla Sun Life Digital India FundSectoral-Technology,4 yrs 3 m,₹189.22,-0.33%,2025-05-16
15908,Kotak India EQ Contra FundContra,2 yrs 10 m,₹171.34,0.32%,2025-05-16
15446,Aditya Birla Sun Life Pure Value FundValue Oriented,2 yrs 10 m,₹137.25,0.73%,2025-05-16
15248,Axis Gilt FundGilt,8 yrs 10 m,₹27.62,0.18%,2025-05-16
15512,ICICI Prudential Multi Asset FundMulti Asset Allocation,3 yrs 8 m,₹819.95,0.13%,2025-05-16
15247,Axis Banking & PSU Debt FundBanking and PSU,9 yrs 5 m,"₹2,708.76",0.13%,2025-05-16
15397,UTI Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹173.39,-0.12%,2025-05-16
15647,Nippon India Gold Savings FundGold/ Precious Metals,4 yrs 1 m,₹37.56,0.96%,2025-05-16
16117,Mirae Asset Liquid FundLiquid,10 yrs 11 m,"₹2,764.33",0.02%,2025-05-18
16719,ICICI Prudential US Bluechip Equity FundInternational,4 yrs 10 m,₹68.67,0.93%,2025-05-16
15502,Aditya Birla Sun Life Small Cap FundSmall Cap,4 yrs,₹93.27,0.61%,2025-05-16
15428,UTI Medium to Long Duration FundMedium to Long Duration,10 yrs 6 m,₹80.41,0.1%,2025-05-16
23002,Canara Robeco Corporate Bond FundCorporate Bond,9 yrs 9 m,₹23.25,0.12%,2025-05-16
15162,PGIM India Gilt FundGilt,9 yrs 1 m,₹33.14,0.12%,2025-05-16
15820,HSBC Credit Risk FundCredit Risk,8 yrs 11 m,₹34.83,0.09%,2025-05-16
15421,ICICI Prudential Money Market FundMoney Market,10 yrs 3 m,₹381.32,0.04%,2025-05-16
25645,Motilal Oswal Flexi Cap FundFlexi Cap,2 yrs 1 m,₹66.54,0.22%,2025-05-16
16067,Bandhan Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹55.14,-0.12%,2025-05-16
16093,JM Value FundValue Oriented,2 yrs 7 m,₹108.76,0.46%,2025-05-16
17015,LIC MF Conservative Hybrid FundConservative Hybrid,9 yrs 1 m,₹90.59,0.25%,2025-05-16
16320,Franklin India Floating Rate FundFloater,10 yrs 1 m,₹44.35,0.11%,2025-05-16
16533,LIC MF Banking & PSU FundBanking and PSU,9 yrs 7 m,₹37.48,0.2%,2025-05-16
16151,Canara Robeco Flexi Cap FundFlexi Cap,4 yrs 3 m,₹372.01,0.37%,2025-05-16
24960,HDFC Banking and PSU Debt FundBanking and PSU,9 yrs 2 m,₹23.92,0.17%,2025-05-16
15923,Kotak Banking and PSU Debt FundBanking and PSU,9 yrs 1 m,₹68.03,0.15%,2025-05-16
31638,DSP Equity Savings FundEquity Savings,5 yrs,₹24.28,0.09%,2025-05-16
15337,Canara Robeco Conservative Hybrid FundConservative Hybrid,7 yrs 1 m,₹110.56,0.22%,2025-05-16
15964,PGIM India Ultra Short Duration FundUltra Short Duration,5 yrs 7 m,₹35.34,0.03%,2025-05-16
16333,Invesco India Large & Mid Cap FundLarge & MidCap,2 yrs 9 m,₹112.1,0.37%,2025-05-16
38614,Aditya Birla Sun Life Overnight FundOvernight,-,"₹1,391.77",0.02%,2025-05-18
17411,Bandhan Equity Savings FundEquity Savings,9 yrs 4 m,₹34.23,-0.03%,2025-05-16
15635,Nippon India Multi Cap FundMulti Cap,2 yrs 10 m,₹316.76,0.8%,2025-05-16
24596,HDFC Credit Risk Debt FundCredit Risk,8 yrs 10 m,₹25.84,0.14%,2025-05-16
15499,UTI Healthcare FundSectoral-Pharma,2 yrs 10 m,₹306.41,-0.19%,2025-05-16
15645,Nippon India Gilt Securities FundGilt,8 yrs 7 m,₹43.55,0.18%,2025-05-16
15883,SBI Magnum Low Duration FundLow Duration,10 yrs 1 m,"₹3,606.91",0.06%,2025-05-16
16907,PGIM India Global Equity Opportunities FundInternational,5 yrs,₹48.03,0.73%,2025-05-16
16576,Tata Retirement Savings Moderate FundRetirement Solutions,4 yrs 6 m,₹75.51,0.51%,2025-05-16
15604,HDFC Floating Rate Debt FundFloater,9 yrs 5 m,₹50.68,0.09%,2025-05-16
36866,Mirae Asset Healthcare FundSectoral-Pharma,4 yrs 1 m,₹41.01,0.09%,2025-05-16
17327,UTI Arbitrage FundArbitrage,10 yrs 10 m,₹36.96,-0.03%,2025-05-16
15534,UTI Banking and Financial Services FundSectoral-Banking,4 yrs 1 m,₹212.21,0.18%,2025-05-16
16304,JM Liquid FundLiquid,10 yrs 11 m,₹71.47,0.03%,2025-05-18
16905,SBI Banking and PSU FundBanking and PSU,9 yrs 5 m,"₹3,306.93",0.15%,2025-05-16
37006,Nippon India Nivesh Lakshya FundLong Duration,-,₹18.59,0.16%,2025-05-16
16035,Bandhan Liquid FundLiquid,10 yrs 11 m,"₹3,161.03",0.02%,2025-05-18
16998,Kotak Global Emerging Market FundInternational,8 yrs 4 m,₹26.05,-0.24%,2025-05-16
27477,ICICI Prudential Constant Maturity Gilt FundGilt with 10 year Constant Duration,8 yrs 8 m,₹25.45,0.06%,2025-05-16
16344,LIC MF Large Cap FundLarge Cap,4 yrs 6 m,₹63.3,0.21%,2025-05-16
38686,Union Value FundValue Oriented,3 yrs 11 m,₹29.05,0.1%,2025-05-16
16291,Bandhan Government Securities Fund Constant Maturity PlanGilt with 10 year Constant Duration,8 yrs 6 m,₹46.92,0.11%,2025-05-16
17105,Bank of India Conservative Hybrid FundConservative Hybrid,8 yrs 10 m,₹36.27,0.31%,2025-05-16
16278,Bandhan GSF ment FundGilt,8 yrs 7 m,₹38.8,0.17%,2025-05-16
39317,Bandhan Overnight FundOvernight,-,"₹1,372.28",0.02%,2025-05-18
16622,ICICI Prudential Medium Term Bond FundMedium Duration,8 yrs 10 m,₹48.96,0.14%,2025-05-16
16578,Tata Retirement Savings Conservative FundRetirement Solutions,8 yrs 1 m,₹36.8,0.24%,2025-05-16
16656,Nippon India Balanced Advantage FundDynamic Asset Allocation,4 yrs 7 m,₹197.78,0.16%,2025-05-16
37618,Axis Aggressive Hybrid FundAggressive Hybrid,4 yrs 7 m,₹22.23,0.27%,2025-05-16
16920,Quant Active FundMulti Cap,4 yrs,₹677.99,1.1%,2025-05-16
40713,PGIM India Overnight FundOvernight,-,"₹1,327.83",0.02%,2025-05-18
36564,Union Corporate Bond FundCorporate Bond,-,₹15.61,0.19%,2025-05-16
15699,HDFC Hybrid Equity FundAggressive Hybrid,4 yrs 4 m,₹127.47,0.14%,2025-05-16
28005,Tata ELSS Tax Saver FundELSS,4 yrs,₹49.64,0.1%,2025-05-16
17213,SBI Multi Asset Allocation FundMulti Asset Allocation,4 yrs 7 m,₹63.92,0.33%,2025-05-16
30777,Navi Large & Midcap FundLarge & MidCap,4 yrs,₹41.56,0.22%,2025-05-16
16252,Tata Treasury Advantage FundLow Duration,10 yrs 8 m,"₹4,013.17",0.05%,2025-05-16
16587,Quant Liquid FundLiquid,10 yrs 6 m,₹42.06,0.03%,2025-05-18
15615,Nippon India Banking & Financial Services FundSectoral-Banking,2 yrs 10 m,₹673.68,0.28%,2025-05-16
16691,Edelweiss Greater China Equity Off-shore FundInternational,7 yrs 11 m,₹45.62,-0.15%,2025-05-16
22960,DSP Dynamic Asset Allocation FundDynamic Asset Allocation,5 yrs,₹31.21,0.13%,2025-05-16
25972,Franklin India Feeder - Templeton European Opportunities FundInternational,-,₹12.76,0.15%,2025-05-16
15255,Axis ELSS Tax Saver FundELSS,4 yrs 6 m,₹107.48,0.23%,2025-05-16
15636,HDFC Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹241.22,-0.12%,2025-05-16
16064,Bandhan Flexi Cap FundFlexi Cap,4 yrs 3 m,₹224.22,0.25%,2025-05-16
15925,Kotak Gold FundGold/ Precious Metals,4 yrs 1 m,₹37.94,0.56%,2025-05-16
15306,Aditya Birla Sun Life Arbitrage FundArbitrage,10 yrs 10 m,₹28.38,-0.02%,2025-05-16
15470,Aditya Birla Sun Life International Equity FundInternational,5 yrs 1 m,₹42.2,0.96%,2025-05-16
15742,Nippon India Value FundValue Oriented,2 yrs 10 m,₹243.23,0.35%,2025-05-16
15801,Baroda BNP Paribas Low Duration FundLow Duration,9 yrs 11 m,₹43.56,0.08%,2025-05-16
15717,Nippon India Pharma FundSectoral-Pharma,2 yrs 10 m,₹553.11,0.13%,2025-05-16
40723,Motilal Oswal Nifty Bank Index FundOther Equity Index,4 yrs 6 m,₹20.41,0.16%,2025-05-16
15423,ICICI Prudential Nifty Next 50 Index FundLarge Cap Index,4 yrs 1 m,₹61.95,1.29%,2025-05-16
15695,HDFC Multi Asset FundMulti Asset Allocation,4 yrs 6 m,₹78.29,0.15%,2025-05-16
35182,DSP Nifty 50 Equal Weight Index FundFactor,4 yrs,₹25.92,0.05%,2025-05-16
40674,Axis Money Market FundMoney Market,-,"₹1,433.57",0.05%,2025-05-16
15461,UTI India Consumer FundThematic-Consumption,4 yrs 5 m,₹61.13,0.29%,2025-05-16
37014,ICICI Prudential Pharma Healthcare And Diagnostics (P.H.D) FundSectoral-Pharma,2 yrs,₹40.81,-0.07%,2025-05-16
15803,HSBC Gilt FundGilt,9 yrs 1 m,₹76.92,0.17%,2025-05-16
35718,Edelweiss Recently Listed IPO FundThematic,4 yrs 3 m,₹27.1,0.79%,2025-05-16
15722,Nippon India Quant FundQuant,2 yrs 10 m,₹76.08,0.15%,2025-05-16
38707,Motilal Oswal Nasdaq 100 FOF SchemeInternational Index,2 yrs 4 m,₹38.3,1.27%,2025-05-16
37696,LIC MF Value FundValue Oriented,4 yrs 3 m,₹25.04,0.17%,2025-05-16
34200,Mirae Asset Dynamic Bond FundDynamic Bond,-,₹17.55,0.11%,2025-05-16
40597,Baroda BNP Paribas Equity Savings FundEquity Savings,-,₹17.49,0.13%,2025-05-16
40116,Tata Overnight FundOvernight,-,"₹1,357.93",0.02%,2025-05-18
15878,SBI PSU FundThematic-PSU,1 yrs 11 m,₹34.7,0.85%,2025-05-16
16580,DSP World Mining Fund of FundInternational,5 yrs,₹17.2,-0.14%,2025-05-16
39449,Union Arbitrage FundArbitrage,-,₹14.4,-0.03%,2025-05-16
15494,UTI Value FundValue Oriented,4 yrs,₹180.11,0.36%,2025-05-16
16036,Navi Liquid FundLiquid,11 yrs,₹28.43,0.03%,2025-05-18
20728,DSP Banking & PSU Debt FundBanking and PSU,9 yrs 4 m,₹24.98,0.18%,2025-05-16
21859,Axis Small Cap FundSmall Cap,3 yrs 8 m,₹118.1,0.97%,2025-05-16
39415,SBI Corporate Bond FundCorporate Bond,-,₹15.96,0.17%,2025-05-16
29121,DSP Low Duration FundLow Duration,10 yrs,₹20.34,0.06%,2025-05-16
16346,HSBC Banking and PSU Debt FundBanking and PSU,9 yrs 9 m,₹25.46,0.15%,2025-05-16
15747,Nippon India Short-term FundShort Duration,9 yrs 2 m,₹57.19,0.15%,2025-05-16
16102,JM Focused FundFocused,3 yrs 11 m,₹22.51,-0.03%,2025-05-16
15988,DSP Large & Mid Cap FundLarge & MidCap,2 yrs 10 m,₹681.38,0.26%,2025-05-16
16419,Nippon India Index Nifty 50Large Cap Index,4 yrs 5 m,₹45.44,-0.11%,2025-05-16
15852,HSBC Liquid FundLiquid,10 yrs 11 m,"₹2,607.76",0.02%,2025-05-18
28264,ICICI Prudential Equity Savings FundEquity Savings,8 yrs 4 m,₹23.91,0%,2025-05-16
15627,Nippon India Dynamic Bond FundDynamic Bond,9 yrs 2 m,₹40.19,0.2%,2025-05-16
26820,HSBC Arbitrage FundArbitrage,10 yrs 9 m,₹20.15,-0.01%,2025-05-16
15780,Baroda BNP Paribas Dynamic Bond FundDynamic Bond,9 yrs 2 m,₹51.5,0.13%,2025-05-16
38326,Mahindra Manulife Consumption FundThematic-Consumption,4 yrs,₹24.89,0.4%,2025-05-16
29452,Aditya Birla Sun Life Credit Risk FundCredit Risk,8 yrs 1 m,₹24.24,0.12%,2025-05-16
17342,ICICI Prudential Banking & PSU Debt FundBanking and PSU,9 yrs 1 m,₹34.01,0.11%,2025-05-16
15135,ICICI Prudential Corporate Bond FundCorporate Bond,9 yrs 1 m,₹31.14,0.11%,2025-05-16
16157,Canara Robeco ELSS Tax SaverELSS,4 yrs 3 m,₹192.81,0.39%,2025-05-16
15407,UTI Retirement FundRetirement Solutions,4 yrs 10 m,₹53.51,0.2%,2025-05-16
15249,Axis Bluechip FundLarge Cap,4 yrs 7 m,₹69.15,-0.04%,2025-05-16
16189,HDFC Large and Mid Cap FundLarge & MidCap,2 yrs 10 m,₹347.95,0.4%,2025-05-16
33764,Bandhan Aggressive Hybrid FundAggressive Hybrid,4 yrs 4 m,₹28.29,0.24%,2025-05-16
39529,LIC MF Healthcare FundSectoral-Pharma,4 yrs 8 m,₹30.46,-0.32%,2025-05-16
38762,Bank of India Small Cap FundSmall Cap,2 yrs 10 m,₹49.73,1.08%,2025-05-16
28818,HSBC Medium Duration FundMedium Duration,9 yrs 2 m,₹22.25,0.13%,2025-05-16
16061,Bandhan Sterling Value FundValue Oriented,3 yrs 10 m,₹166.16,0.28%,2025-05-16
16071,Kotak Infrastructure and Economic Reform FundSectoral-Infrastructure,2 yrs 9 m,₹74.8,1.19%,2025-05-16
40423,DSP Quant FundQuant,4 yrs 7 m,₹22.02,0.31%,2025-05-16
16385,LIC MF Liquid FundLiquid,10 yrs 10 m,"₹4,751.4",0.02%,2025-05-18
15493,Aditya Birla Sun Life Corporate Bond FundCorporate Bond,9 yrs 1 m,₹114.82,0.11%,2025-05-16
15785,HSBC Dynamic Bond FundDynamic Bond,9 yrs 1 m,₹32.41,0.15%,2025-05-16
16299,Tata Short Term Bond FundShort Duration,10 yrs 1 m,₹52.85,0.1%,2025-05-16
27107,Axis Arbitrage FundArbitrage,10 yrs 8 m,₹20.13,-0.01%,2025-05-16
15951,Canara Robeco Equity Hybrid FundAggressive Hybrid,4 yrs 6 m,₹400.54,0.29%,2025-05-16
16963,ICICI Prudential Ultra Short Term FundUltra Short Duration,9 yrs 5 m,₹29.7,0.04%,2025-05-16
15467,UTI Infrastructure FundSectoral-Infrastructure,2 yrs 10 m,₹147.12,0.29%,2025-05-16
40585,Union Focused FundFocused,4 yrs 4 m,₹26.24,0.61%,2025-05-16
15975,Union Dynamic Bond FundDynamic Bond,10 yrs 5 m,₹24.99,0.13%,2025-05-16
16611,UTI Short Duration FundShort Duration,10 yrs 3 m,₹33.62,0.11%,2025-05-16
15678,DSP Liquidity FundLiquid,10 yrs 11 m,"₹3,741.79",0.02%,2025-05-18
16016,HDFC Hybrid Debt FundConservative Hybrid,6 yrs 10 m,₹87.69,0.18%,2025-05-16
15753,Nippon India ELSS Tax Saver  FundELSS,3 yrs 11 m,₹138.3,0.51%,2025-05-16
16438,LIC MF Low Duration FundLow Duration,10 yrs 4 m,₹42.56,0.06%,2025-05-16
29647,Quantum Dynamic Bond FundDynamic Bond,8 yrs 11 m,₹21.98,0.14%,2025-05-16
15302,Bank of India Manufacturing & Infrastructure FundSectoral-Infrastructure,2 yrs 9 m,₹62.74,0.3%,2025-05-16
15836,HSBC Value FundValue Oriented,2 yrs 9 m,₹118.82,0.28%,2025-05-16
15527,ICICI Prudential Midcap FundMid Cap,2 yrs 10 m,₹317.31,1.14%,2025-05-16
15566,Franklin India Opportunities FundThematic,2 yrs,₹272.35,0.38%,2025-05-16
30066,Nippon India US Equity Opportunities FundInternational,4 yrs 10 m,₹37.75,0.63%,2025-05-16
20385,ICICI Prudential Global Stable Equity Fund (FOF)International,5 yrs 1 m,₹29.11,0.97%,2025-05-16
15696,Nippon India Focused Equity FundFocused,4 yrs 1 m,₹131.41,0.71%,2025-05-16
15633,HDFC Income FundMedium to Long Duration,9 yrs 10 m,₹64.93,0.14%,2025-05-16
36779,Baroda BNP Paribas Ultra Short Duration FundUltra Short Duration,-,"₹1,549.44",0.04%,2025-05-16
15328,Canara Robeco Infrastructure FundSectoral-Infrastructure,2 yrs 3 m,₹174.9,0.88%,2025-05-16
40485,Aditya Birla Sun Life Pharma & Healthcare FundSectoral-Pharma,4 yrs 1 m,₹32.59,-0.28%,2025-05-16
15538,UTI Money Market FundMoney Market,10 yrs 3 m,"₹3,098.43",0.04%,2025-05-16
15187,PGIM India Hybrid Equity FundAggressive Hybrid,4 yrs 6 m,₹154.22,0.08%,2025-05-16
15591,Franklin India Dynamic Asset Allocation FoFHybrid FoF,4 yrs 1 m,₹184.81,0.15%,2025-05-16
37921,Tata Flexi Cap FundFlexi Cap,4 yrs 3 m,₹26.53,0.45%,2025-05-16
15429,ICICI Prudential ELSS Tax SaverELSS,4 yrs,"₹1,019.08",0.29%,2025-05-16
40043,Sundaram Overnight FundOvernight,-,"₹1,367.09",0.02%,2025-05-18
16701,JM Arbitrage FundArbitrage,11 yrs 6 m,₹34.48,-0.03%,2025-05-16
15894,SBI Healthcare Opportunities FundSectoral-Pharma,2 yrs 1 m,₹477.81,-0.04%,2025-05-16
37177,ICICI Prudential BHARAT 22 FOF SchemeEquity FoF,2 yrs 6 m,₹32.07,0.4%,2025-05-16
15667,Nippon India Liquid FundLiquid,10 yrs 10 m,"₹6,405",0.02%,2025-05-18
15132,ICICI Prudential Savings FundLow Duration,9 yrs 8 m,₹547.25,0.06%,2025-05-16
17364,SBI Magnum Medium Duration FundMedium Duration,8 yrs 7 m,₹55.24,0.1%,2025-05-16
15904,Kotak Bluechip FundLarge Cap,4 yrs 3 m,₹651.76,0.15%,2025-05-16
40416,WhiteOak Capital Ultra Short Duration FundUltra Short Duration,-,"₹1,398.23",0.03%,2025-05-16
15679,Sundaram Small Cap FundSmall Cap,2 yrs 10 m,₹275.47,0.56%,2025-05-16
15764,Baroda BNP Paribas Corporate Bond FundCorporate Bond,10 yrs 6 m,₹29.12,0.2%,2025-05-16
16371,LIC MF Infrastructure FundSectoral-Infrastructure,2 yrs,₹54.34,1.89%,2025-05-16
15735,Nippon India Credit Risk FundCredit Risk,10 yrs 3 m,₹38.18,0.11%,2025-05-16
15416,ICICI Prudential Infrastructure FundSectoral-Infrastructure,2 yrs 6 m,₹206.77,0.52%,2025-05-16
15251,Axis Focused FundFocused,4 yrs 7 m,₹62.91,0.21%,2025-05-16
29695,Nippon India Banking & PSU Debt FundBanking and PSU,9 yrs 2 m,₹21.52,0.16%,2025-05-16
16104,JM Large Cap FundLarge Cap,4 yrs 4 m,₹171.58,0.17%,2025-05-16
27688,Kotak Equity Savings FundEquity Savings,5 yrs 1 m,₹28.29,0.38%,2025-05-16
38470,Tata Small Cap FundSmall Cap,2 yrs 10 m,₹42.76,0.82%,2025-05-16
39667,Aditya Birla Sun Life Retirement Fund - The 50s PlanRetirement Solutions,-,₹15.68,0.13%,2025-05-16
35136,ICICI Prudential BSE Sensex Index FundLarge Cap Index,4 yrs 6 m,₹27.09,-0.18%,2025-05-16
38290,HDFC Ultra Short Term FundUltra Short Duration,-,₹15.35,0.04%,2025-05-16
16303,Invesco India Balanced Advantage FundDynamic Asset Allocation,4 yrs 10 m,₹62.81,-0.03%,2025-05-16
28987,Bank of India Credit Risk FundCredit Risk,3 yrs 1 m,₹12.41,0.03%,2025-05-16
16514,Tata Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹167.77,-0.12%,2025-05-16
16515,Tata BSE Sensex Index FundLarge Cap Index,4 yrs 6 m,₹217.57,-0.18%,2025-05-16
40755,ICICI Prudential Global Advantage Fund (FOF)International,-,₹17.31,-0.03%,2025-05-16
40771,Axis Nifty 100 Index FundLarge Cap Index,4 yrs 5 m,₹22.63,0.12%,2025-05-16
40779,ICICI Prudential Commodities FundThematic,3 yrs 11 m,₹43.54,0.28%,2025-05-16
40811,Motilal Oswal Large and Midcap FundLarge & MidCap,2 yrs 1 m,₹35.45,1.88%,2025-05-16
40816,Mahindra Manulife Ultra Short Duration FundUltra Short Duration,-,"₹1,397.57",0.04%,2025-05-16
40839,Mirae Asset Overnight FundOvernight,-,"₹1,319.46",0.02%,2025-05-18
40849,Kotak Pioneer FundThematic,2 yrs 10 m,₹32.79,0.52%,2025-05-16
40858,Union Large & Midcap FundLarge & MidCap,4 yrs,₹26.38,0.19%,2025-05-16
40870,Mahindra Manulife Large & Mid Cap FundLarge & MidCap,3 yrs 11 m,₹28.79,0.4%,2025-05-16
40878,Tata Focused Equity FundFocused,4 yrs,₹25.04,0.05%,2025-05-16
40884,LIC MF Ultra Short Duration FundUltra Short Duration,-,"₹1,339.15",0.03%,2025-05-16
40910,Axis Retirement Fund - Conservative PlanRetirement Solutions,-,₹17.53,0.01%,2025-05-16
40902,Axis Retirement Fund - Aggressive PlanRetirement Solutions,4 yrs 6 m,₹20.09,0.25%,2025-05-16
40906,Axis Retirement Fund - Dynamic PlanRetirement Solutions,4 yrs 6 m,₹21.33,0.33%,2025-05-16
40942,Motilal Oswal Nifty Next 50 Index FundLarge Cap Index,4 yrs 1 m,₹23.89,1.29%,2025-05-16
40944,Motilal Oswal Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹21.49,-0.12%,2025-05-16
40953,BHARAT Bond FOF - April 2030Target Maturity,-,₹15.02,0.07%,2025-05-16
40971,Aditya Birla Sun Life PSU Equity FundThematic-PSU,2 yrs 1 m,₹35.76,0.87%,2025-05-16
40983,Axis Income Plus Arbitrage Active FoFMedium to Long Duration,-,₹14.6,0.07%,2025-05-16
40993,Invesco India Overnight FundOvernight,-,"₹1,300.07",0.02%,2025-05-18
41003,Axis ESG Integration Strategy FundThematic-ESG,4 yrs 6 m,₹22.75,-0.09%,2025-05-16
41008,JM Overnight FundOvernight,-,"₹1,305.67",0.03%,2025-05-18
41016,HSBC Ultra Short Duration FundUltra Short Duration,-,"₹1,361.71",0.04%,2025-05-16
41037,Bandhan Small Cap FundSmall Cap,1 yrs 11 m,₹48.06,0.99%,2025-05-16
41046,Bank of India Overnight FundOvernight,-,"₹1,305.73",0.02%,2025-05-18
41134,ICICI Prudential India Equity FOFEquity FoF,2 yrs 10 m,₹31.36,0.25%,2025-05-16
41137,Edelweiss US Technology Equity FoFInternational,2 yrs 3 m,₹28.13,1.07%,2025-05-16
41158,Tata Multi Asset Opportunities FundMulti Asset Allocation,4 yrs 4 m,₹25.11,0.03%,2025-05-16
41241,Union Midcap FundMid Cap,2 yrs 10 m,₹48.65,0.48%,2025-05-16
41247,PGIM India Money Market FundMoney Market,-,"₹1,357.27",0.04%,2025-05-16
41443,HSBC Nifty 50 Index FundLarge Cap Index,4 yrs 5 m,₹29.17,-0.12%,2025-05-16
41447,HSBC Nifty Next 50 Index FundLarge Cap Index,4 yrs 1 m,₹29.26,1.29%,2025-05-16
41468,Motilal Oswal S&P 500 Index FundInternational Index,4 yrs 6 m,₹23.45,0.77%,2025-05-16
41485,Mirae Asset Arbitrage FundArbitrage,-,₹13.39,-0.04%,2025-05-16
41489,Bank of India Flexi Cap FundFlexi Cap,2 yrs 10 m,₹36.06,1.01%,2025-05-16
41493,HSBC Focused FundFocused,4 yrs 3 m,₹25.64,-0.12%,2025-05-16
41501,Mirae Asset Banking and PSU FundBanking and PSU,-,₹13.25,0.17%,2025-05-16
41535,BHARAT Bond FOF - April 2031Target Maturity,-,₹13.47,0.12%,2025-05-16
41538,Motilal Oswal Multi Asset FundMulti Asset Allocation,-,₹12.68,0.61%,2025-05-16
41542,Nippon India Multi Asset Allocation FundMulti Asset Allocation,4 yrs 1 m,₹22.42,0.4%,2025-05-16
41552,Mahindra Manulife Arbitrage FundArbitrage,-,₹12.74,-0.06%,2025-05-16
41556,Baroda BNP Paribas Large & Mid Cap FundLarge & MidCap,3 yrs 10 m,₹28.23,0.06%,2025-05-16
41564,Invesco India Focused FundFocused,2 yrs,₹29.99,0.67%,2025-05-16
41568,Axis Global Equity Alpha FoFInternational,4 yrs 6 m,₹19.6,1.09%,2025-05-16
41572,Sundaram Large Cap FundLarge Cap,4 yrs 4 m,₹22.57,-0.19%,2025-05-16
41589,Mirae Diversified Equity Allocator Passive FoFEquity FoF,4 yrs 3 m,₹24.75,0.41%,2025-05-16
41595,ICICI Prudential ESG Exclusionary Strategy FundThematic-ESG,4 yrs,₹23.53,0.09%,2025-05-16
41599,Nippon India Nifty Smallcap 250 Index FundSmall Cap Index,2 yrs 10 m,₹32.44,1.53%,2025-05-16
41607,Mirae Asset Ultra Short Duration FundUltra Short Duration,-,"₹1,310.91",0.03%,2025-05-16
41611,Aditya Birla Sun Life Special Opportunities FundThematic,4 yrs,₹25.5,0.16%,2025-05-16
41615,Edelweiss MSCI India Domestic & World Healthcare 45 Index FundOther Equity Index,-,₹19.41,0.12%,2025-05-16
41622,SBI Floating Rate Debt FundFloater,-,₹13.36,0.06%,2025-05-16
41628,Mirae Asset Nifty 100 ESG Sector Leaders FoFEquity FoF,-,₹18.76,0%,2025-05-16
41633,Quant ESG Equity FundThematic-ESG,3 yrs 2 m,₹34.89,0.54%,2025-05-16
41637,Mahindra Manulife Focused FundFocused,2 yrs 10 m,₹28.85,0.24%,2025-05-16
41654,Union Aggressive Hybrid FundAggressive Hybrid,-,₹18.66,0.21%,2025-05-16
41658,Mirae Asset Banking and Financial Services FundSectoral-Banking,4 yrs,₹21.52,0.3%,2025-05-16
41662,DSP Value FundValue Oriented,4 yrs 1 m,₹21.67,0.96%,2025-05-15
41670,Kotak ESG Exclusionary Strategy FundThematic-ESG,-,₹18.12,-0.01%,2025-05-16
41666,HDFC Dividend Yield FundDividend Yield,2 yrs 10 m,₹26.14,0.53%,2025-05-16
41674,ICICI Prudential Quant FundQuant,4 yrs,₹23.16,0.22%,2025-05-16
41684,Baroda BNP Paribas Banking & PSU Bond FundBanking and PSU,-,₹12.9,0.2%,2025-05-16
41689,Aditya Birla Sun Life ESG Integration Strategy FundThematic-ESG,-,₹18.72,0.21%,2025-05-16
41693,Axis Innovation FundThematic,-,₹19.16,0.68%,2025-05-16
41701,UTI Small Cap FundSmall Cap,3 yrs 10 m,₹26.52,0.9%,2025-05-16
41697,Invesco India - Invesco Global Consumer Trends FoFInternational,-,₹10.14,0.76%,2025-05-16
41705,Kotak International REIT FOFInternational,-,₹10.28,1.38%,2025-05-16
41709,Nippon India Diversified Equity Flexicap Passive FoFEquity FoF,4 yrs 3 m,₹20.94,0.34%,2025-05-16
41713,ICICI Prudential Business Cycle FundBusiness Cycle,2 yrs 10 m,₹25.11,0.24%,2025-05-16
41721,TRUSTMF Banking & PSU FundBanking and PSU,-,"₹1,292.47",0.11%,2025-05-16
41728,Kotak Nasdaq 100 FOFInternational Index,2 yrs 4 m,₹18.55,0.04%,2025-05-16
41731,PGIM India Balanced Advantage FundDynamic Asset Allocation,-,₹16.35,0.12%,2025-05-16
41735,Nippon India Multi Asset Active FoFHybrid FoF,3 yrs 11 m,₹21.86,0.67%,2025-05-16
41743,SBI Retirement Benefit Fund - Aggressive Hybrid PlanRetirement Solutions,-,₹19.45,0.28%,2025-05-16
41739,SBI Retirement Benefit Fund - Aggressive PlanRetirement Solutions,4 yrs,₹20.93,0.3%,2025-05-16
41747,SBI Retirement Benefit Fund - Conservative Hybrid PlanRetirement Solutions,-,₹15.96,0.21%,2025-05-16
41751,SBI Retirement Benefit Fund - Conservative PlanRetirement Solutions,-,₹14.64,0.23%,2025-05-16
41755,Axis Greater China Equity FoFInternational,-,₹8.1,-0.49%,2025-05-16
41763,Nippon India Nifty Midcap 150 Index FundMid Cap Index,2 yrs 10 m,₹24.16,0.85%,2025-05-16
